one-hot__Sex_Male,one-hot__Where_do_you_climb_Indoor Climbing only,one-hot__Where_do_you_climb_Indoor and outdoor climbing,one-hot__Where_do_you_climb_Outdoor Climbing only,Timestamp,Height_(cm),Weight_(KG),Arm_Span_(cm),How_long_have_you_been_climbing_for,Hardest_V_Grade_ever_climbed_,Hardest_V_Grade_climbed_in_the_Last_3_months,The_V_grade_you_can_send_90-100%_of_routes_,Hardest_Route_grade_climbed_(Ewbank_grade)_,Hardest_route_climbed_last_3_months_(ewbank),Route_grade_you_can_send_90-100%_of_climbs,Frequency_of_climbing_sessions_per_week,Average_hours_climbing_per_week_(not_including_training),Average_hours_Training_for_climbing_per_week_,Hangboard_Frequency_per_week_,Max_Weight_hangboard_18mm_edge_-_Half_crimp_(KG)__(10_seconds)_(added_weight_only),Max_Weight_hangboard_18mm_edge_-_open_crimp_(KG)_(10_seconds)__(added_weight_only),"Min_Edge_used_(mm,_+kg_if_weight_added_)_-_Half_Crimp_(10_seconds)","Min_Edge_used_(mm,_+kg_if_weight_added)_-_Open_crimp_(10_seconds)_",Campus_Board_frequency_per_week_,Campus_Board_time_per_week_(hours),Frequency_of_Endurance_training_sesions_per_week,General_Strength_Training_frequency_per_week_,Time_spent_General_strength_training_(hours),"Other_activities_(ie_yoga,_cardio)",Max_pull_up_reps,5_rep_max_weighted_pull_ups,max_push_ups_reps,max_L-sit_time_,Back 2,Back 3,Front 2,Front 3,Full Crimp,Half Crimp,I don't Hangboard,Middle 2,Monos,Open Crimp,Pinch,Slopers,"""no hangs""",I don't hangboard,Max weight,Min Edge,One arm hang program,Other protocol,Repeaters,,4x4,ARC,Feet on 'campusing',I don't train for endurance,Laps of routes,Max moves,hangboard repeater protocols,other,route climbing intervals,systems boards,threshold intervals,Antagonists,Core,Legs,No other strength training,Upper body pulling,Upper body pushing
0.0,0.0,1.0,0.0,1485804575000000000,152.0,51.0,,1.0,5.0,5.0,3.0,22.0,20.0,19.0,3,7,4,0,,,,,0,0,1,3,4,"Yoga, cycling, trail running",8,,25.0,10.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1
0.0,1.0,0.0,0.0,1485805927000000000,,44.0,174.0,1.0,2.0,2.0,1.0,20.0,19.0,16.0,1,0,2,0,,,,,0,0,1,6,2,,2,,20.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1.0,0.0,1.0,0.0,1485806245000000000,194.0,84.0,196.0,7.0,8.0,8.0,7.0,29.0,29.0,27.0,3,4,3,3,,,"14mm, 47,5",,1,1,1,0,0,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0.0,1.0,0.0,0.0,1485806619000000000,163.0,57.0,150.0,5.0,3.0,3.0,2.0,13.0,13.0,13.0,2,4,0,0,,,,,0,0,0,2,2,"Cardio, gymnastic stretching",2,,30.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1
0.0,0.0,1.0,0.0,1485809348000000000,170.0,160.0,170.0,1.0,5.0,5.0,4.0,,,,4,12,0,0,,,,,0,0,0,2,2,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1.0,0.0,1.0,0.0,1485810113000000000,188.0,73.0,199.0,0.0,6.0,6.0,5.0,,,,4,1,6,2,6.0,3,,,1,1,0,2,2,,74,20.0,100.0,10.0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1.0,0.0,1.0,0.0,1485810327000000000,178.0,73.0,178.0,15.0,9.0,,6.0,28.0,,26.0,2,4,4,2,30.0,,,,0,0,0,4,4,,20,30.0,36.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,1.0,0.0,0.0,1485810748000000000,182.0,72.0,181.0,10.0,11.0,11.0,9.0,31.0,29.0,30.0,5,15,5,2,42.0,,,,1,1,2,1,2,"Stretching, running",,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1
1.0,1.0,0.0,0.0,1485810986000000000,165.0,54.0,165.0,6.0,7.0,6.0,5.0,25.0,25.0,23.0,3,6,3,3,30.0,,8,,0,0,1,2,2,,,20.0,20.0,,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485811076000000000,187.0,86.0,,1.0,5.0,5.0,3.0,,,,3,8,0,0,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,0.0,1485816568000000000,154.0,50.0,159.0,0.0,1.0,1.0,0.0,,,,2,4,2,0,,,,,0,0,0,2,2,Yoga twice a week,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
1.0,0.0,1.0,0.0,1485816812000000000,180.0,74.0,191.0,1.0,9.0,9.0,6.0,25.0,21.0,21.0,5,15,2,2,185.0,,,,1,1,0,1,1,"surfing, mountain biking",16,30.0,55.0,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,0.0,1.0,0.0,1485816866000000000,182.0,68.0,182.0,2.0,5.0,5.0,4.0,25.0,23.0,21.0,2,6,8,3,,,,,0,0,1,2,3,yoga,14,105.0,,,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
1.0,0.0,1.0,0.0,1485819700000000000,186.0,76.0,180.0,6.0,8.0,7.0,7.0,25.0,24.0,23.0,2,5,0,0,,,,,0,0,0,0,0,,15,,25.0,60.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,1.0,0.0,0.0,1485820328000000000,163.0,48.0,150.0,5.0,3.0,3.0,2.0,18.0,18.0,16.0,1,3,0,0,,,,,0,0,0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485822600000000000,180.0,70.0,183.0,4.0,9.0,8.0,6.0,,,,2,6,0,0,0.0,0,0,0,0,0,0,0,0,none,14,,70.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485824357000000000,172.0,58.0,178.0,1.0,12.0,11.0,8.0,,,,5,12,5,3,10.0,I dont open crimp,"Moon hangboard (advanced one) smallest edge, 30 kg added weight",I dont open crimp,2,2,0,3,3,,25,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,0.0,1.0,0.0,1485825284000000000,180.3,65.7,180.3,2.0,5.0,5.0,3.0,,,,4,8,4,2,5.0,15,,,0,0,1,2,1,,,32.0,30.0,15.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1.0,1.0,0.0,0.0,1485825319000000000,188.0,72.5,186.0,1.0,8.0,8.0,6.0,26.0,26.0,24.0,3,7,3,2,,,,,0,0,1,3,3,,,27.0,,,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1.0,1.0,0.0,0.0,1485826902000000000,168.0,59.0,165.0,1.0,5.0,5.0,3.0,,,,3,6,3,1,,,,,0,0,0,2,1,,15,,30.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
1.0,0.0,1.0,0.0,1485827330000000000,160.0,52.0,163.0,1.0,5.0,4.0,3.0,,,,2,5,2,1,20.0,20,12,12,0,0,0,2,2,stretching,17,20.0,30.0,15.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1
1.0,1.0,0.0,0.0,1485828392000000000,192.0,78.0,193.0,1.0,4.0,4.0,3.0,20.0,20.0,18.0,3,10,0,0,,,,,0,0,0,0,0,"bike, run",8,15.0,10.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,0.0,1485829827000000000,172.0,95.0,199.0,0.0,4.0,4.0,3.0,,,,2,5,0,0,,,,,0,0,0,0,0,,8,5.0,45.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485830151000000000,190.0,93.0,195.0,3.0,7.0,6.0,5.0,,,,4,5,0,0,,,,,0,0,0,2,1,yoga,15,,65.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,0.0,1.0,0.0,1485830220000000000,175.0,77.0,185.0,1.0,9.0,7.0,6.0,27.0,,25.0,3,9,3,2,,,,,0,0,1,2,3,Walking,20,,50.0,,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
1.0,1.0,0.0,0.0,1485830810000000000,172.0,75.0,177.0,0.0,4.0,4.0,2.0,17.0,17.0,17.0,3,2,5,0,,,,,0,0,0,4,4,Treadmill/bike. ,8,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1.0,0.0,1.0,0.0,1485831229000000000,182.0,77.0,186.0,1.0,7.0,7.0,6.0,21.0,,20.0,3,6,3,0,,,,,0,0,1,2,2,,15,,20.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1
1.0,0.0,1.0,0.0,1485831958000000000,190.5,86.18,191.0,5.0,7.0,7.0,6.0,,,,6,9,5,2,,,,,0,0,1,2,2,,,,,,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0
1.0,1.0,0.0,0.0,1485832380000000000,177.0,79.0,177.0,5.0,4.0,4.0,2.0,18.0,18.0,17.0,4,8,3,3,,,,,0,0,2,3,3,running,25,,,60.0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1
0.0,1.0,0.0,0.0,1485835130000000000,165.0,65.0,,1.0,2.0,,1.0,21.0,21.0,18.0,1,2,0,0,,,,,0,0,0,0,0,Cardio,2,,27.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485836216000000000,180.0,65.0,183.0,1.0,7.0,6.0,4.0,24.0,24.0,22.0,3,10,0,0,,,,,0,0,1,3,1,Running a lot,"5, maybe, not sure",,20.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,0.0,1.0,0.0,1485836722000000000,180.0,74.0,180.0,1.0,6.0,6.0,4.0,25.0,25.0,24.0,3,6,0,0,,,,,0,0,0,3,6,Cardio,24,,,20.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1
1.0,1.0,0.0,0.0,1485837807000000000,173.0,75.0,,5.0,6.0,6.0,4.0,,,,2,4,1,0,,,,,1,1,0,2,1,,8,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,0.0,1.0,0.0,1485838333000000000,175.0,62.6,170.0,7.0,10.0,10.0,7.0,29.0,29.0,28.0,4,12,4,1,,40.8,,,0,0,1,2,3,,25,,25.0,,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485838377000000000,190.0,76.0,190.0,1.0,5.0,5.0,4.0,23.0,23.0,20.0,2,4,0,0,,,,,2,0,0,2,1,,14,,20.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
1.0,0.0,1.0,0.0,1485840527000000000,170.0,68.0,167.0,1.0,4.0,3.0,3.0,23.0,23.0,19.0,4,10,14,2,,,,,0,0,0,2,4,Yoga,,,,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1.0,0.0,1.0,0.0,1485840676000000000,188.0,70.0,180.0,2.0,8.0,8.0,5.0,,,,3,10,0,0,,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485843776000000000,190.0,80.0,196.0,3.0,7.0,7.0,5.0,,,,3,8,1,1,,,,,1,1,1,3,1,,,,,,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
1.0,0.0,1.0,0.0,1485844312000000000,165.0,60.7,163.0,5.0,7.0,7.0,5.0,,,,4,6,6,2,,,,,0,0,1,3,6,,21,20.0,,,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
1.0,1.0,0.0,0.0,1485844404000000000,190.0,83.0,,1.0,4.0,4.0,3.0,23.0,23.0,21.0,3,7,1,1,,,,,0,0,1,1,2,BJJ,6,,35.0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,1.0,0.0,1485844637000000000,192.0,78.0,190.0,5.0,4.0,4.0,2.0,19.0,,17.0,0,0,0,0,,,,,0,0,0,3,0,"yoga, cycling",,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1.0,0.0,1.0,0.0,1485845975000000000,191.0,82.0,196.0,1.0,6.0,6.0,5.0,25.0,25.0,24.0,2,6,4,3,,,,,1,1,0,1,1,running,25,,,,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
1.0,0.0,1.0,0.0,1485846493000000000,198.0,85.0,198.0,5.0,4.0,4.0,2.0,22.0,22.0,18.0,2,4,0,0,,,,,0,0,0,0,0,Running,,,30.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485847913000000000,181.0,74.0,182.0,0.0,5.0,5.0,2.0,20.0,20.0,17.0,2,5,1,1,,,190,190,0,0,0,1,1,Running,22,,44.0,,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
0.0,1.0,0.0,0.0,1485850087000000000,168.0,55.5,167.5,0.0,2.0,2.0,2.0,22.0,22.0,18.0,4,6,0,0,,,,,0,0,1,1,1,running,3,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1.0,0.0,1.0,0.0,1485852055000000000,180.0,74.8,185.0,4.0,8.0,8.0,5.0,12.0,12.0,11.0,5,10,4,2,,47.6,,,1,1,1,2,2,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1
0.0,0.0,1.0,0.0,1485852170000000000,180.0,76.0,185.0,15.0,9.0,7.0,7.0,27.0,,26.0,4,4,6,2,18.0,15kg?,,,2,1,2,2,1,Cycling,13,16.0,30.0,,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
1.0,1.0,0.0,0.0,1485853766000000000,177.0,68.0,179.0,3.0,6.0,6.0,4.0,24.0,21.0,19.0,3,5,6,3,18.0,,,,0,0,1,3,2,,25,35.0,60.0,,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
0.0,0.0,1.0,0.0,1485855278000000000,167.0,57.0,174.0,13.0,9.0,7.0,5.0,26.0,24.0,24.0,4,10,4,3,18.0,,,,2,1,1,3,3,Cardio,12,25.0,8.0,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
1.0,1.0,0.0,0.0,1485858635000000000,173.0,63.0,,3.0,7.0,6.0,4.0,,,,3,6,4,0,,,,,0,0,1,1,4,,50,,45.0,,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0
1.0,1.0,0.0,0.0,1485859375000000000,173.0,127.0,168.0,1.0,7.0,7.0,5.0,26.0,26.0,24.0,3,6,0,0,,unknown,unknown,unknown,0,0,0,0,0,none,15,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,0.0,1485868843000000000,173.0,73.5,173.0,5.0,4.0,4.0,2.0,,,,3,5,1,1,,,,,0,0,0,0,0,,8,,,,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485872916000000000,180.0,79.0,,5.0,6.0,6.0,4.0,25.0,25.0,21.0,3,5,8,2,,9,N/a,18mm +9kg,0,0,1,3,3, Cardio or hiking ,20,,60.0,,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
1.0,0.0,1.0,0.0,1485877063000000000,171.0,59.0,177.0,2.0,10.0,10.0,7.0,27.0,25.0,26.0,5,15,3,1,,Haven't tested,Haven't tested,Haven't tested ,2,1,1,3,2,-,15+,24.0,,20.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,1
1.0,0.0,1.0,0.0,1485882495000000000,183.0,71.0,,11.0,13.0,13.0,11.0,31.0,29.0,29.0,3,3,9,1,,,,,1,1,1,2,2,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1.0,0.0,1.0,0.0,1485882623000000000,175.0,68.0,182.0,5.0,6.0,6.0,4.0,24.0,24.0,20.0,4,12,0,0,,,,,0,0,0,0,0,basketball,19,30.0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485891576000000000,175.0,72.0,182.0,6.0,12.0,10.0,8.0,27.0,,,3,9,1,0,40.0,70,6mm,12mm,0,0,0,1,1,,,35.0,,30.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1.0,0.0,1.0,0.0,1485891925000000000,178.0,85.0,195.0,2.0,,5.0,4.0,21.0,20.0,20.0,2,5,7,2,,,17mm,20mm,0,0,2,5,5,cardio,15,20.0,,5.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
1.0,0.0,1.0,0.0,1485893061000000000,178.0,71.0,180.0,9.0,8.0,7.0,5.0,17.0,28.0,24.0,4,4,9,1,30.0,,"7mm, +20",,1,2,1,1,2,Yoga,,40.0,30.0,30.0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
1.0,0.0,1.0,0.0,1485893504000000000,170.0,66.0,181.0,0.0,8.0,8.0,5.0,26.0,,20.0,4,7,5,0,,,,,0,0,0,2,5,Yoga,15,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1
1.0,1.0,0.0,0.0,1485895905000000000,182.0,73.0,,5.0,4.0,4.0,3.0,25.0,25.0,21.0,3,5,1,0,,,,,0,0,1,1,1,Running,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1.0,1.0,0.0,0.0,1485900049000000000,181.0,73.0,170.0,1.0,6.0,6.0,4.0,,,,4,9,0,0,,,,,0,0,0,0,0,Badminton,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485900663000000000,189.0,79.0,185.0,9.0,,,,29.0,28.0,28.0,4,6,5,1,,,,,1,2,1,1,2,,,,,,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1
1.0,0.0,1.0,0.0,1485903251000000000,186.0,72.0,182.0,15.0,6.0,6.0,4.0,25.0,22.0,21.0,1,2,0,0,,,,,0,0,0,0,0,"running, cycling",14,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485906122000000000,177.0,63.0,188.0,3.0,10.0,9.0,6.0,29.0,,,6,14,4,2,,,,,1,1,0,2,2,Weight Lifting,31,40.0,50.0,30.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1.0,0.0,1.0,0.0,1485908413000000000,,,,9.0,10.0,10.0,7.0,25.0,25.0,,5,9,0,5,,I dont add weight,Idk the really small one,,0,0,2,7,15,I jog on Rest days,Not sure... probably 12-15?,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1
1.0,1.0,0.0,0.0,1485910590000000000,182.8,78.7,180.0,5.0,4.0,4.0,3.0,,,,3,6,1,0,,,,,0,0,1,1,1,"Yoga, Jump rope",20,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1.0,0.0,1.0,0.0,1485910879000000000,175.0,,175.0,6.0,6.0,6.0,5.0,,,,4,6,2,2,155.0,,,,0,0,2,2,0,Spinning,,60.0,30.0,,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1.0,0.0,1.0,0.0,1485912752000000000,171.0,59.0,,2.0,6.0,6.0,5.0,,,,2,10,1,1,5.0,5,,5,1,1,1,2,1,,20,10.0,25.0,2.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1.0,0.0,1.0,0.0,1485914604000000000,184.0,75.0,189.0,15.0,,,,26.0,25.0,23.0,3,5,1,0,15.0,12,,,0,0,1,1,1,running,12,,25.0,20.0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
1.0,0.0,1.0,0.0,1485915014000000000,170.0,75.0,170.0,11.0,9.0,8.0,7.0,28.0,25.0,26.0,4,7,6,1,,,,,0,0,1,4,6,"xc skiing, biking, running, weights",approx 25,30.0,,,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1
1.0,0.0,1.0,0.0,1485917150000000000,196.0,83.0,197.0,4.0,7.0,4.0,2.0,21.0,20.0,18.0,2,4,0,0,,,,,0,0,0,3,2,LOADS OF CYCLING!!!,15,,30.0,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
1.0,1.0,0.0,0.0,1485922598000000000,180.0,70.0,175.0,1.0,4.0,4.0,3.0,27.0,27.0,22.0,2,5,0,0,,,,,0,0,0,0,0,cycling,5,,14.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,0.0,1485924721000000000,178.0,72.5,182.0,3.0,7.0,7.0,4.0,24.0,,21.0,3,6,0,1,,,,,2,1,0,0,0,,35,70.0,50.0,,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1.0,0.0,1485924998000000000,159.38,51.7095,170.7,1.0,6.0,5.0,4.0,22.0,22.0,18.0,3,4,2,0,,,,,1,1,0,0,0,,5,,5.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,0.0,1.0,0.0,1485926730000000000,179.0,87.0,186.0,8.0,2.0,2.0,2.0,,,,3,6,3,0,,,,,0,0,2,2,3,running,10,,12.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
